147,5,6,5,5,4
148,6,7,4,5,6
149,7,6,6,6,6
150,7,3,5,6,5
151,6,5,3,4,5
152,4,4,6,4,4
153,6,6,4,6,6
154,4,7,4,6,6
155,4,6,4,4,6
156,6,4,5,4,3
157,6,6,4,6,5
158,5,3,6,4,6
159,3,5,3,4,6
160,5,4,3,5,6
161,6,3,1,5,3
162,6,5,6,6,7
163,4,5,4,6,4
164,6,6,4,5,4
165,7,7,5,6,3
166,4,7,2,4,2
167,5,6,5,5,4
168,6,4,3,4,6
169,6,6,5,4,5
170,5,5,4,5,7
171,6,5,4,4,6
172,7,6,4,6,6
173,4,4,4,4,4
174,6,6,6,7,7
175,4,4,4,4,4
176,5,6,5,4,4
177,7,7,2,6,6
178,4,6,5,6,6
179,6,4,4,5,5
180,5,4,4,4,5
181,4,6,4,6,5
182,5,6,5,4,5
183,6,5,3,6,4
184,7,7,5,7,7
185,6,6,4,6,6
186,7,6,6,5,5
187,6,4,3,5,6
188,4,6,5,6,6
189,7,4,7,4,4
190,5,4,3,4,3
191,5,6,4,4,5
192,4,4,2,4,3
193,4,5,3,4,5
194,4,4,4,4,6
195,4,4,4,4,4
196,5,4,3,5,5
197,5,6,2,6,5
198,5,6,4,6,6
199,4,6,2,6,4
200,6,5,4,6,5
201,6,6,2,5,5
202,6,6,7,5,5
203,4,6,4,5,4
204,5,6,4,5,5
205,5,6,4,5,6
206,5,7,4,5,6
207,5,4,4,6,4
208,6,6,3,4,6
209,4,4,6,6,5
210,4,5,4,4,5
211,5,4,5,5,4
212,4,6,4,5,6
213,6,5,4,4,4
214,5,6,4,6,5
215,6,4,4,4,5
216,7,4,6,6,4
218,6,6,4,5,6
219,6,5,5,4,5
220,5,6,3,5,6
221,5,7,5,4,6
222,5,5,3,5,6
223,4,5,4,6,4
224,5,7,5,6,5
225,4,5,5,4,6
226,5,5,4,4,5
227,6,4,4,6,6
228,5,6,5,5,7
229,4,6,3,5,3
230,5,5,4,5,4
231,6,4,4,4,3
232,5,6,5,6,6
233,5,7,4,6,7
234,5,6,4,6,6
235,6,6,4,6,5
236,7,6,2,6,6
237,5,4,4,5,4
238,6,4,4,7,7
239,6,4,3,5,5
240,4,5,4,5,4
241,5,6,5,5,6
242,5,7,6,5,6
243,5,6,4,5,6
244,4,7,3,7,6
245,5,6,4,4,6
246,6,6,6,6,6
247,6,5,5,5,6
248,5,6,2,6,5
249,5,5,5,5,6
250,2,4,6,3,2
252,5,5,4,6,6
253,5,4,5,4,3
254,5,6,5,5,6
255,4,4,4,4,5
256,4,4,4,4,4
257,5,7,4,6,6
258,7,1,2,3,3
259,6,6,5,6,6
260,5,5,4,6,6
261,5,5,2,4,4
262,4,6,3,3,4
263,5,6,4,4,5
264,5,6,4,4,5
265,4,6,3,4,6
266,6,4,4,5,5
267,6,6,3,4,4
268,5,4,2,4,2
269,7,6,6,6,6
270,5,5,2,6,6
271,6,6,4,6,7
272,5,6,3,5,5
273,6,6,5,4,6
274,5,6,6,4,6
275,4,6,4,6,5
276,5,4,4,6,5
277,6,7,6,6,7
278,3,5,4,5,6
279,7,7,7,7,7
280,4,5,3,4,4
281,5,6,6,6,5
282,5,4,4,4,4
283,5,5,6,4,5
284,4,4,3,4,3
285,5,6,6,5,4
286,5,5,4,6,5
287,4,4,4,2,3
288,4,6,3,5,7
289,5,6,6,5,4
290,5,5,2,4,3
291,4,5,4,3,6
292,5,3,3,3,4
293,4,4,4,4,4
294,6,5,4,4,6
295,7,4,7,5,5
296,6,6,6,4,6
297,4,7,5,6,4
298,5,4,4,5,3
299,6,4,4,3,6
300,4,2,4,6,4
301,7,6,6,7,6
302,7,5,6,3,7
303,3,3,4,4,4
304,5,3,6,4,3
306,4,5,5,6,5
307,7,6,6,4,6
308,5,6,5,6,6
309,7,5,7,4,6
310,4,4,5,4,5
311,6,6,4,5,5
312,5,3,4,4,4
313,4,6,4,5,4
314,5,5,4,5,5
315,6,6,6,5,5
316,4,4,3,4,3
317,4,4,4,4,4
318,4,4,2,6,6
319,6,7,5,7,6
322,4,6,4,5,6
323,3,6,2,5,4
324,4,7,2,3,4
